id,uri,siglaTipo,codTipo,numero,ano,ementa,dataApresentacao
2439734,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439734,PL,139,2299,2024,"Dispõe sobre normas gerais de segurança para o funcionamento de pistas de kart, para fins de recreação e lazer, com o objetivo de proteger o consumidor.",2024-06-11T15:45
2439737,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439737,PL,139,2300,2024,"Altera o Decreto-Lei nº 1.455, de 7 de abril de 1976, para instituir o Centro de Julgamento de Penalidades Aduaneiras (CEJUL) no âmbito da Receita Federal do Brasil, no julgamento da pena de perdimento de mercadoria, veículo e moeda.",2024-06-11T15:45
2439738,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439738,PL,139,2301,2024,"Altera a Lei nº 9.964, de 10 de abril de 2000, para estabelecer a impossibilidade de exclusão do Programa de Recuperação Fiscal – Refis, na hipótese de não apresentação das informações necessárias para a consolidação dos débitos no prazo estipulado pelo Poder Executivo.",2024-06-11T15:45
2439739,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439739,PL,139,3114,2023,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para prever que o estelionato cometido contra pessoa com deficiência procede-se mediante ação penal pública incondicionada.",2024-06-11T15:50
2439741,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439741,PL,139,2302,2024,Reconhece a Advocacia Pública como atividade de risco permanente e garante aos seus membros medidas de proteção.,2024-06-11T15:56
2439742,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439742,PL,139,5153,2023,"Altera a Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), para conceder desconto no valor cobrado pela renovação das carteiras de habilitação para condutores com idade igual ou superior a 50 (cinquenta) anos.",2024-06-11T16:02
2439744,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439744,PL,139,5788,2019,"Altera a Lei nº 7.827, de 27 de setembro de 1989, para incluir critérios de sustentabilidade na seleção dos projetos a serem financiados pelos Fundos Constitucionais de Financiamento do Norte, do Nordeste e do Centro-Oeste.",2024-06-11T16:03
2439745,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439745,PL,139,2303,2024,Cria o Cadastro Nacional de Pessoas Condenadas por Crimes Contra Crianças e Adolescentes (CNCCA).,2024-06-11T16:02
2439756,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439756,PL,139,2223,2021,Autoriza o Poder Executivo a transformar o campus universitário do Araguaia da Universidade Federal de Mato Grosso (UFMT) em Universidade Federal do Araguaia em Mato Grosso.,2024-06-11T16:16
2439768,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439768,PL,139,3505,2023,"Dispõe sobre a criação da Universidade Federal de Rio Verde (UFRV), por desmembramento do campus Rio Verde do Instituto Federal Goiano.",2024-06-11T16:17
2439771,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439771,PL,139,2931,2022,"Altera a Lei nº 10.233, de 5 de junho de 2001 (Lei de Reestruturação dos Transportes Aquaviário e Terrestre), para determinar que o Departamento Nacional de Infraestrutura de Transportes (DNIT), em suas funções de manutenção, conservação, restauração e ampliação de rodovias federais, dê prioridade aos trechos com maiores índices de sinistros.",2024-06-11T16:35
2439773,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439773,PL,139,528,2024,"Reconhece o evento “Evangelizar é Preciso”, realizado no Município de Fortaleza, no Estado do Ceará, como manifestação da cultura nacional.",2024-06-11T16:36
2439777,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439777,PL,139,2978,2023,"Altera a Lei nº 14.193, de 6 de agosto de 2021, a fim de aperfeiçoar a governança das Sociedades Anônimas do Futebol, resguardar os investidores e preservar os direitos dos clubes, dos profissionais do futebol e dos atletas em formação.",2024-06-11T16:37
2439779,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439779,PL,139,1958,2021,"Reserva às pessoas pretas e pardas, indígenas e quilombolas o percentual de 30% (trinta por cento) das vagas oferecidas nos concursos públicos para provimento de cargos efetivos e empregos públicos no âmbito da administração pública federal direta, das autarquias, das fundações públicas, das empresas públicas e das sociedades de economia mista controladas pela União e nos processos seletivos simplificados para o recrutamento de pessoal nas hipóteses de contratação por tempo determinado para atender a necessidade temporária de excepcional interesse público para os órgãos da administração pública federal direta, as autarquias e as fundações públicas.",2024-06-11T16:42
2439782,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439782,PL,139,3324,2023,"Altera a Lei nº 14.601, de 19 de junho de 2023, para conferir prioridade à família da mulher em situação de violência doméstica e familiar entre os beneficiários do Programa Bolsa Família.",2024-06-11T16:44
2439804,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439804,PL,139,2305,2024,Institui o Selo Empresa Amiga da Escola.,2024-06-11T16:52
2439805,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439805,PL,139,2306,2024,"Altera o Código Penal para tornar crime a disseminação de informações comprovadamente falsas, por quaisquer meios, em situações de reconhecida calamidade pública.",2024-06-11T16:56
2439834,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439834,PL,139,2307,2024,"Altera a Lei nº 8.001, de 13 de março de 1990, com o objetivo de criar a participação especial pela exploração de recursos minerais e o Fundo Social da Mineração (FSM).",2024-06-11T17:13
2439838,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439838,PL,139,2308,2024,"Altera a Lei nº 12.764, de 27 de dezembro de 2012, para instituir a Política Nacional de Inclusão e Apoio aos Autistas Adultos no mercado de Trabalho e dá outras providências.",2024-06-11T17:16
2439840,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439840,PL,139,2309,2024,"Altera a Lei nº 13.146, de 6 de julho de 2015, que Institui a Lei Brasileira de Inclusão da Pessoa com Deficiência (Estatuto da Pessoa com Deficiência), para dispor sobre a incumbência do poder público em relação ao plano educacional individualizado.",2024-06-11T17:16
2439842,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439842,PL,139,2310,2024,"Altera as Leis n° 8.383, de 1991, e nº 8.989, de 1995, para conceder isenção no IOF e no IPI incidentes na aquisição de veículos por mototaxistas ou motoboys.",2024-06-11T17:43
2439857,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439857,PL,139,2311,2024,"Altera a Lei nº 9.472, de 16 de julho de 1997, para vedar a cobrança de contratos de fidelidade no setor de telecomunicações.",2024-06-11T18:06
2439861,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439861,PL,139,2312,2024,"Acrescenta o art. 37-A à Lei nº 12.651, de 25 de maio de 2012, para exigir a presença de quantidades mínimas de matérias-primas extraídas da flora brasileira nos produtos industrializados para que os respectivos rótulos e embalagens possam mencionar a origem natural do produto.",2024-06-11T18:06
2439863,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439863,PL,139,2313,2024,"Acrescenta o § 9º do art. 19, da Lei 8.313, de 23 de dezembro de 1991, para vedar o uso de recursos públicos na realização de projetos culturais e manifestações artísticas que induzam a erotização precoce de crianças e adolescentes.",2024-06-11T18:26
2439886,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439886,PL,139,2315,2024,"Altera a Lei nº 8.080, de 19 de setembro de 1990, para tornar obrigatória a divulgação, nos meios eletrônicos e em cartazes, da disponibilização de novos medicamentos pelas farmácias públicas componentes do Sistema Único de Saúde (SUS).",2024-06-11T18:55
2439904,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439904,PL,139,2316,2024,"Altera o Decreto-Lei nº 986, de 21 de outubro de 1969, para dispor sobre o tamanho das letras utilizadas nos rótulos e embalagens de alimentos.",2024-06-11T19:14
2439905,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439905,PL,139,2317,2024,"Altera as Leis 14.597, de 14 de junho de 2023, 7.716, de 5 de janeiro de 1989, e a 9.615, de 24 de março de 1998, para dispor sobre a cassação do registro de atleta profissional condenado por crime de racismo.",2024-06-11T19:23
2439906,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439906,PL,139,2318,2024,"Altera a Lei nº 11.692, de 10 de junho de 2008, que dispõe sobre o Programa Nacional de Inclusão de Jovens - Projovem, para estender o Projovem Adolescente - Serviço Socioeducativo ao jovem egresso de acolhimento institucional ou familiar; a Lei nº 14.601, de 19 de junho de 2023, que institui o Programa Bolsa Família, para prever prioridade de reingresso e pagamento de Benefício Variável Familiar se houver um ou mais jovens até 21 (vinte e um) anos egressos de acolhimento institucional ou familiar; e a Lei nº 14.620, de 13 de julho de 2023, que dispõe sobre o Programa Minha Casa, Minha Vida - PMCMV, para prever prioridade no atendimento à provisão subsidiada de unidades habitacionais às famílias de que façam parte jovens egressos de acolhimento institucional ou familiar, com idade até 21 (vinte e um) anos.",2024-06-11T19:25
2439914,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439914,PL,139,2319,2024,"Institui o DIA NACIONAL DAS PASTORAS, a ser comemorado anualmente no dia 10 de maio, com o objetivo de reconhecer e valorizar a importância da atuação destas mulheres (líderes espirituais) no ministério pastoral no Brasil, e dá outras providências.",2024-06-11T19:46
2439915,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439915,PL,139,2320,2024,"Altera a Lei nº 7.418, de 16 de dezembro de 1985, para dispor sobre o custeio do vale-transporte apenas pelo empregador.",2024-06-11T19:48
2439922,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439922,PL,139,2321,2024,"Institui o Dia Nacional dos valorosos e muito importantes Presbíteros, Diáconos e Diaconisas, autoridades eclesiásticas espirituais que sem a qual não seria possivel o crescimento da comunidade cristã no Brasil.",2024-06-11T19:49
2439928,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439928,PL,139,2322,2024,"Isenta motocicletas em geral sejam: mototáxis, motoboys entre outras modalidades do pagamento de pedágios em todas as rodovias federais e estaduais do território nacional.",2024-06-11T20:00
2439929,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439929,PL,139,2323,2024,"Altera os artigos 316, 317 e 333 do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), a fim de aplicar as penas em dobro se os crimes de concussão, corrupção passiva e corrupção ativa forem praticados por ocasião de calamidade pública.",2024-06-11T20:04
2439959,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2439959,PL,139,2324,2024,"Inclui na Lei nº 9.934, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional (LDB), a obrigatoriedade da busca ativa por alunos em situação de evasão escolar.",2024-06-11T20:54
2440019,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440019,PL,139,2325,2024,"Altera a Lei n.º 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente - ECA).",2024-06-12T00:25
2440085,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440085,PL,139,2327,2024,"Confere ao Município de Araguaína, no Estado do Tocantins, o título de Capital Nacional da Cavalgada.",2024-06-12T09:41
2440202,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440202,PL,139,2328,2024,Institui o Dia do Quadrinho Nacional.,2024-06-12T10:41
2440225,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440225,PL,139,2329,2024,Dispõe sobre a obrigação de realização de exames pré-operatórios prévios para a realização de procedimentos estéticos invasivos e agressivos.,2024-06-12T11:19
2440226,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440226,PL,139,2330,2024,"Altera o Decreto-Lei nº 227, de 28 de fevereiro de 1967 (Código de Minas), para simplificar e desburocratizar os procedimentos de outorga de autorização de pesquisa.",2024-06-12T11:26
2440228,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440228,PL,139,2331,2024,"Estabelece normas para facilitação de acesso, por parte dos municípios, a operações de crédito destinadas a viabilizar a aquisição de equipamentos e sistemas fotovoltaicos de geração de energia, mediante a dispensa do dever de apresentação das certidões que especifica.",2024-06-12T11:34
2440240,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440240,PL,139,2332,2024,"Altera as Leis nº 13.935, de 11 de dezembro de 2019, e nº 14.819, de 16 de janeiro de 2024, para prever atenção prioritária aos profissionais da educação e aos estudantes vítimas de violência dentro do ambiente escolar, nos serviços de psicologia e serviço social prestados nas redes públicas de educação básica.",2024-06-12T12:06
2440247,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440247,PL,139,2333,2024,Institui o Programa Nacional de Reabilitação Tecnológica Avançada.,2024-06-12T12:31
2440254,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440254,PL,139,2334,2024,"Dispõe sobre a conservação, a proteção, a restauração e o uso sustentável do bioma Pantanal e dá outras providências.",2024-06-12T12:46
2440267,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440267,PL,139,2337,2024,"Altera a Lei nº 10.420, de 10 de abril de 2002, que cria o Fundo Garantia-Safra e institui o Benefício Garantia-Safra, destinado a agricultores familiares vitimados pelo fenômeno da estiagem nas regiões que especifica, para incluir a área de atuação da Superintendência do Desenvolvimento da Amazônia - SUDAM, e dá outras providências.",2024-06-12T12:54
2440411,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440411,PL,139,2338,2024,"Acrescenta parágrafo ao artigo 42 da Lei nº 9.394, de 20 de dezembro de 1996, inciso ao art. 2º da Lei nº 9.782, de 26 de janeiro de 1999, artigo ao Decreto-Lei nº 2.848, de 07 de dezembro de 1940 – Código Penal Brasileiro, para regular o oferecimento de cursos relacionados a quaisquer atividades de saúde com aplicação de técnicas invasivas no corpo humano, incluindo procedimentos estéticos, e dá outras providências.",2024-06-12T14:24
2440430,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440430,PL,139,2339,2024,Dispõe sobre a proibição do uso de imagens de câmeras corporais da Polícia Militar como prova criminal contra o policial.,2024-06-12T14:47
2440443,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440443,PL,139,2342,2024,Dispõe a destinados dos recursos que especifica para o enfrentamento da calamidade pública do Rio Grande do Sul.,2024-06-12T15:31
2440462,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440462,PL,139,2348,2024,"Altera dispositivo do artigo 6º, XIV da Lei 7.713 de 22 de dezembro de 1988.",2024-06-12T16:06
2440466,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440466,PL,139,2350,2024,Tipifica o crime de violência obstétrica.,2024-06-12T16:14
2440499,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440499,PL,139,2351,2024,Cria o Programa Trabalhador Cidadão para assegurar o acesso dos trabalhadores que trabalham a céu aberto às instalações sanitárias de órgãos públicos e de empresas.,2024-06-12T17:23
2440508,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440508,PL,139,2352,2024,"Modifica a Lei nº 13.709, de 14 de agosto de 2018, para esclarecer hipótese de exercício regular de direito contratual de que trata o art. 11, inciso II, alínea d, do referido diploma legal.",2024-06-12T17:28
2440519,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440519,PL,139,2353,2024,"Dispõe sobre prazos, responsabilidades e multas no pagamento de precatório.",2024-06-12T17:48
2440521,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440521,PL,139,2354,2024,Dispõe sobre a interposição de petições e recursos protelatórios após o trânsito em julgado em favor do exequente.,2024-06-12T17:51
2440522,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440522,PL,139,2355,2024,"Altera a Lei nº 8.429, de 2 de junho de 1992, para tipificar como ato de improbidade administrativa a imissão na posse de propriedade, sem a observância das formalidades legais, na forma que especifica.",2024-06-12T17:56
2440543,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440543,MPV,291,1231,2024,"Abre crédito extraordinário, em favor de Transferências a Estados, Distrito Federal e Municípios, no valor de R$ 124.060.365,00, para o fim que especifica.",2024-06-12T00:00
2440549,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440549,PL,139,2357,2024,"Institui o Programa Juventude Digital como Política Pública Nacional , visando à capacitação de jovens, prioritariamente aqueles provenientes da rede pública de ensino, em competências tecnológicas demandadas pelo mercado de Tecnologia da Informação e Comunicação (TIC), com o objetivo de potencializar oportunidades de emprego e renda para esse público.",2024-06-12T18:43
2440550,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440550,PL,139,2358,2024,Dispõe sobre a inclusão de pessoas com Transtorno do Espectro Autista (TEA) no mercado de trabalho,2024-06-12T18:43
2440551,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440551,PL,139,2359,2024,Institui o Banco de Empregos para a Juventude.,2024-06-12T18:43
2440558,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440558,PL,139,2361,2024,"Dispõe sobre a implementação de um Programa de Vacinação Domiciliar para Idosos, destinado a indivíduos com 60 anos ou mais que estejam incapacitados de se deslocar até os locais de vacinação, proporcionando acesso à imunização contra Covid-19 e gripe (Influenza).",2024-06-12T18:43
2440560,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440560,PL,139,2362,2024,Institui o Programa de Farmácia Veterinária Popular e dá outras providências.,2024-06-12T18:45
2440561,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440561,PL,139,2363,2024,"Dispõe sobre a não obrigatoriedade de utilização da linguagem neutra por parte dos cidadãos em suas falas e escritas, garantindo a liberdade de expressão, assegurando a todos os cidadãos o direito de escolherem a forma como se expressam.",2024-06-12T18:49
2440573,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440573,PL,139,2364,2024,Institui o Programa Nacional de Oportunidades e Inclusão para Pessoas com Deficiência ou Reabilitadas e dá outras providências.,2024-06-12T18:50
2440576,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440576,PL,139,2365,2024,"Cria o Programa de Envelhecimento Ativo, voltado para a qualidade de vida do idoso e capacitação de cuidadores.",2024-06-12T18:56
2440577,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440577,PL,139,2366,2024,"Dispõe sobre a proibição a permanência de animais sozinhos no interior de veículos automotivos, e dá outras providências.",2024-06-12T18:58
2440579,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440579,PL,139,2367,2024,Cria o Cadastro Nacional de Pessoas Condenadas por Violência contra a Pessoa Idosa - CNVI.,2024-06-12T19:05
2440580,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440580,PL,139,2368,2024,"Institui o Dia Nacional de Prevenção e Eliminação da Violência contra Mulheres e Meninas, ou Dia Laranja.",2024-06-12T19:05
2440606,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440606,PL,139,2369,2024,"Proíbe a utilização de recursos da União, dos Estados e dos Municípios para subsidiar a implantação e utilização da linguagem neutra em documentos oficiais, materiais didáticos, comunicados, eventos, programas e quaisquer outras formas de comunicação oficial.",2024-06-12T20:15
2440607,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440607,PL,139,2370,2024,"Altera a Lei nº 9.478, de 6 de agosto de 1997, para dispor sobre a recontratação dos empregados originalmente admitidos, via concurso, nos quadros das subsidiárias da PETROBRAS que foram desestatizadas; e estende a garantia aos ex-empregados da DATAPREV, nos termos que especifica.",2024-06-12T20:22
2440619,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440619,PL,139,2371,2024,"Acrescenta a Seção I-A ao Capítulo IV do Título I do Código de Defesa do Consumidor, para disciplinar o direito à segurança e à preservação da saúde do consumidor no transporte aéreo de passageiros ofertado por companhias que operam voos comerciais em território nacional.",2024-06-13T09:28
2440620,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440620,MPV,291,1232,2024,"Altera a Lei nº 12.111, de 9 de dezembro de 2009, que dispõe sobre os serviços de energia elétrica nos Sistemas Isolados, e a Lei nº 12.783, de 11 de janeiro de 2013, que dispõe sobre as concessões de geração, transmissão e distribuição de energia elétrica, sobre a redução dos encargos setoriais e sobre a modicidade tarifária.",2024-06-13T00:00
2440640,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440640,PL,139,2372,2024,"Dispõe sobre o uso da inspeção acreditada de empreendimentos de infraestrutura no âmbito de obras públicas, concessões e parcerias público privadas",2024-06-13T09:45
2440641,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440641,PL,139,2373,2024,Altera a Lei nº 8.212/1991 para isentar a parcela da remuneração de até um salário mínimo das bases das contribuições previdenciárias dos empregadores e dá outras providências.,2024-06-13T10:12
2440652,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440652,PL,139,2375,2024,Dispõe sobre a responsabilização de indivíduos e empresas em casos de negligência que resultem em queimaduras; estabelece a obrigatoriedade de treinamentos periódicos e de que haja profissionais treinados em primeiros socorros; e dá outras providências.,2024-06-13T11:33
2440653,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440653,PL,139,2376,2024,Cria o Programa Nacional de Atenção e Prevenção a Queimaduras e de Valorização da Pessoa Vítima de Queimaduras; estabelece a Rede Nacional de Prevenção e Informações sobre Queimaduras; e dá outras providências.,2024-06-13T11:33
2440654,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440654,PL,139,2377,2024,"Institui programas de apoio psicológico, reabilitação e reintegração social para vítimas de queimaduras e suas famílias, e dá outras providências.",2024-06-13T11:33
2440657,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440657,PL,139,2378,2024,"Dispõe sobre o acréscimo de informações sobre violência de gênero nos componentes curriculares obrigatórios constantes na Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente).",2024-06-13T11:47
2440664,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440664,PL,139,2379,2024,"Estabelece a certificação ""Cidade Resiliente, Cidade Protegida"" para municípios que tenham práticas exemplares em resiliência e prevenção de desastres, alinhando-se às diretrizes da Lei nº 12.608, de 2012.",2024-06-13T12:04
2440695,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440695,PL,139,2381,2024,Institui a obrigatoriedade de fabricação de equipamentos elétricos bivolt no Brasil e dá outras providências.,2024-06-13T14:03
2440699,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440699,PLP,140,111,2024,"Acrescenta o § 4º ao Art. 19, da Lei Complementar nº 101, de 2000, que estabelece normas de finanças públicas voltadas para a responsabilidade na gestão fiscal e dá outras providências.",2024-06-13T14:04
2440725,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440725,PL,139,2382,2024,"Suspende, por até cento e oitenta dias, o cumprimento de obrigações financeiras referentes a débitos contraídos a título de empréstimo consignado junto a instituições financeiras quando decretado oficialmente estado de calamidade pública.",2024-06-13T14:11
2440731,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440731,PL,139,2383,2024,"Altera a Lei Complementar nº 150, de 1º de junho de 2015, que dispõe sobre o contrato de trabalho doméstico, para estabelecer a obrigatoriedade do fornecimento de alimentação ao empregado.",2024-06-13T15:11
2440737,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440737,PL,139,2384,2024,“Lei Agenor Tupinambá” Descriminaliza a posse e legaliza a criação de animal silvestre não ameaçado de extinção.,2024-06-13T15:26
2440740,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440740,PL,139,2385,2024,Altera a Lei nº 12.764/2012 para determinar que os exames da educação e profissionais sejam adaptados às pessoas com TEA - Transtorno do Espectro Autista.,2024-06-13T15:44
2440744,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440744,PL,139,2386,2024,Altera a Lei nº 12.764/2022 para determinar que os exames da educação e profissionais sejam adaptados às pessoas com TEA - Transtorno do Espectro Autista.,2024-06-13T15:50
2440754,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440754,PL,139,5665,2023,"Prorroga, até 31 de dezembro de 2025, a vigência do Plano Nacional de Educação, aprovado por meio da Lei nº 13.005, de 25 de junho de 2014.",2024-06-13T16:32
2440755,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440755,PL,139,2954,2023,"Altera a Lei nº 12.608, de 10 de abril de 2012, para dispor sobre capacitação e incluir competências dos entes federados e órgãos do Sistema Nacional de Proteção e Defesa Civil (Sinpdec) no âmbito da Política Nacional de Proteção e Defesa Civil (PNPDEC).",2024-06-13T16:38
2440756,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440756,PL,139,3127,2019,Dispõe sobre o tratamento químico hormonal para condenados por mais de 1 (uma) vez em crimes contra a dignidade sexual e dá outras providências.,2024-06-13T16:39
2440778,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440778,PL,139,2387,2024,"Altera a Lei nº 9.656, de 3 de junho de 1998, e a Lei nº 9.961, de 28 de janeiro de 2000, para dispor sobre o índice de reajuste de planos privados de assistência à saúde de contratação coletiva.",2024-06-13T17:08
2440783,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440783,PLP,140,150,2021,"Altera a Lei Complementar nº 79, de 7 de janeiro de 1994 (Lei do Fundo Penitenciário Nacional), para instituir mecanismos de proteção à população LGBTQIA+ encarcerada.",2024-06-13T18:31
2440784,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440784,PL,139,2388,2024,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal) e a Lei nº 7.210, de 11 de julho de 1984 (Lei de Execução Penal), para estabelecer punições mais severas aos crimes de estupro e estupro de vulnerável.",2024-06-13T18:53
2440815,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440815,PL,139,2389,2024,Institui o “Programa Nacional de Incentivo e Comercialização do Abacaxi (PNICAB)”.,2024-06-13T20:20
2440820,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440820,PL,139,2390,2024,Institui a Semana de Prevenção e Combate à Violência Escolar.,2024-06-14T10:33
2440821,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440821,PL,139,2391,2024,Institui o Programa Sol nas Escolas.,2024-06-14T11:01
2440822,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440822,PL,139,2392,2024,"Acrescenta o art. 1º-A à Lei nº 13.693, de 10 de junho de 2018, para assegurar às pessoas com doenças raras a prioridade na tramitação processual e procedimentos judiciais e administrativos, e dá outras providências.",2024-06-14T11:12
2440823,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440823,PLP,140,112,2024,Dispõe sobre a antecipação do pagamento dos precatórios federais previstos para 2015 e que tenha por beneficiários pessoas físicas ou jurídicas residentes e sediadas no Rio Grande do Sul e dá outras providências.,2024-06-14T11:49
2440839,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440839,PL,139,2393,2024,"Altera a Lei nº 8.078, de 11 de setembro de 1990, “que dispõe sobre a proteção do consumidor e dá outras providências”, para incluir, como causa obstativa da decadência, a formalização de reclamação junto a órgão de defesa do consumidor.",2024-06-14T13:17
2440941,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440941,PL,139,2395,2024,"Acrescenta inciso ao artigo 18, da Lei n.º 14.751, de 12 de dezembro de 2023, para assegurar aos militares estaduais, ativos e inativos, no mínimo, as mesmas condições de aquisição de armas de fogo de uso restrito e de uso permitido, as estabelecidas para os militares do Exército Brasileiro.",2024-06-14T15:51
2440989,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440989,PL,139,2396,2024,"Esta lei altera as redações dos artigos 213, caput e §§1º e 2º e 217-A, caput e §§3º e 4º, todos do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), o qual dispõe sobre o aumento de pena nos casos de crime de estupro em todas as suas modalidades.",2024-06-17T09:58
2440990,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440990,PL,139,2397,2024,"Altera a Lei nº 9.696, de 1º de setembro de 1998, para permitir o acesso do profissional de educação física às academias de ginástica, clubes e estabelecimentos similares sem custo adicional.",2024-06-17T10:04
2440994,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2440994,PL,139,2398,2024,Dispõe sobre o turismo receptivo.,2024-06-17T11:02
