id,uri,siglaTipo,codTipo,numero,ano,ementa,dataApresentacao
2416608,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416608,PL,139,6221,2023,"Institui feriado nacional o dia 21 de outubro, “Dia Nacional de Valorização da Família”, com o propósito de fortalecer os vínculos familiares, valorizar a diversidade familiar, promover atividades positivas e reforçar os valores fundamentais para o desenvolvimento harmônico da sociedade.",2023-12-22T15:34
2416609,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416609,PL,139,6222,2023,"Institui a obrigatoriedade da instalação de sistemas de câmeras de segurança em aeronaves, visando inibir agressões físicas e verbais, atos libidinosos, abusos e importunação sexual e possíveis práticas de pedofilia no interior das aeronaves operadas por companhias aéreas que atuam no território brasileiro, visando fortalecer as medidas de segurança e fornecer meios para investigação em casos relacionados à segurança aérea.",2023-12-22T15:38
2416611,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416611,PL,139,6223,2023,"Inclui no Calendário Turístico oficial do País as datas de Romarias do município de Juazeiro do Norte na região do Cariri, Estado do Ceará.",2023-12-22T15:45
2416623,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416623,PL,139,6224,2023,Torna obrigatória a formação de Brigadistas Voluntários nos estabelecimentos de ensino públicos e privados.,2023-12-22T16:19
2416664,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416664,PL,139,6225,2023,Regulamenta o exercício dos profissionais de podologia e dá outras providências,2023-12-22T16:52
2416678,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416678,PL,139,6226,2023,"Acrescenta inciso ao art. 39 da Lei nº 8.078, de 11 de setembro de 1990.",2023-12-22T17:35
2416679,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416679,PLP,140,271,2023,"Altera a Lei complementar Nº 148, de 25 de novembro de 2014, e a Lei Complementar Nº159, de 19 de maio de 2017 para dispor sobre critérios de indexação dos contratos de refinanciamento da dívida celebrados entre a União, Estados, o Distrito Federal e Municípios e dá outras providências.",2023-12-22T17:35
2416685,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416685,PL,139,6227,2023,"Altera a Lei nº 11.343, de 23 de agosto de 2006, para dispor sobre mecanismos de combate a práticas irregulares, abusivas ou violadoras de direitos em Comunidades Terapêuticas Acolhedoras.",2023-12-22T17:41
2416711,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416711,PL,139,6228,2023,"Altera a Lei nº 8.394, de 30 de dezembro de 1991, para aperfeiçoar a preservação, organização e proteção do acervo documental dos presidentes da República e dos vice-presidentes da República.",2023-12-22T18:26
2416729,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416729,PL,139,6233,2023,"Altera a Lei nº 10.406, de 10 de janeiro de 2002 - Código Civil, para dispor sobre atualização monetária e juros.  NOVA EMENTA: Altera a Lei nº 10.406, de 10 de janeiro de 2002 (Código Civil), para dispor sobre atualização monetária e juros.",2023-12-26T15:43
2416731,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416731,PL,139,6234,2023,"Altera a Lei nº 13.431, de 4 de abril de 2017, e a Lei nº 13.675, de 11 de junho de 2018, para dispor sobre a prioridade na tramitação dos procedimentos investigatórios e judiciais de natureza penal que tenham por objeto a apuração e a responsabilização de delitos que envolvam mortes violentas intencionais, inclusive na modalidade tentada, em que figurem como vítimas crianças e adolescentes, e sobre a instituição de sistema de monitoramento unificado dessas mortes.",2023-12-26T15:54
2416733,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416733,PL,139,6235,2023,"Institui a Letra de Crédito do Desenvolvimento e altera a Lei nº 13.483, de 21 de setembro de 2017. 
  NOVA EMENTA: Institui a Letra de Crédito do Desenvolvimento (LCD); altera as Leis nºs 13.483, de 21 de setembro de 2017, e 11.076, de 30 de dezembro de 2004; e revoga dispositivos das Leis nºs 14.366, de 8 de junho de 2022, e 14.440, de 2 de setembro de 2022.",2023-12-26T16:11
2416754,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416754,PL,139,1282,2019,"Altera a Lei nº 12.651, de 25 de maio de 2012 (Código Florestal), para permitir, nas Áreas de Preservação Permanente (APPs) dos imóveis rurais, a construção de reservatórios para irrigação nas condições que especifica.",2023-12-26T18:09
2416755,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416755,PL,139,5087,2023,"Concede ao Município de Morretes, no Estado do Paraná, o título de Berço Nacional do Montanhismo.",2023-12-26T18:10
2416756,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416756,PL,139,5105,2023,"Concede ao Município de Inconfidentes, no Estado de Minas Gerais, o título de Capital Nacional do Crochê.",2023-12-26T18:10
2416757,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416757,PL,139,2694,2021,"Isenta a Empresa Brasileira de Pesquisa Agropecuária (Embrapa) do pagamento de taxas e de contribuições por serviços prestados, cobradas pelos órgãos reguladores, incidentes sobre os seus pedidos de registro e proteção de experimentos de pesquisa, produtos e tecnologias geradas.",2023-12-26T18:10
2416758,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416758,PL,139,1593,2023,Institui o Dia Nacional de Conscientização sobre a Síndrome de Edwards.,2023-12-26T18:11
2416759,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416759,PL,139,2458,2022,"Altera a Lei nº 14.300, de 6 de janeiro de 2022, para estimular a geração a partir da fonte solar fotovoltaica em unidades consumidoras com titulares inscritos no Cadastro Único para Programas Sociais do Governo Federal (CadÚnico) ou reconhecidos como agricultores familiares ou empreendedores familiares rurais.",2023-12-26T18:11
2416760,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416760,PL,139,2773,2022,"Altera a Lei nº 10.233, de 5 de junho de 2001, para dispor sobre a construção de áreas de escape nas rodovias federais.",2023-12-26T18:11
2416761,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416761,PL,139,2686,2022,"Denomina ""João Bosco de Aquino Araújo"" o trecho rodoviário no Km 468,6 da BR-070 (GO) até o Km 6,7 da BR-070 (MT), no Contorno Rodoviário de Aragarças (GO), Pontal do Araguaia (MT) e Barra do Garças (MT).",2023-12-26T18:11
2416762,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416762,PL,139,3386,2023,"Denomina ""Afro Stefanini"" o Terminal Ferroviário de Rondonópolis, na Ferrovia Estadual Senador Vicente Emílio Vuolo (Ferronorte), no Estado de Mato Grosso.",2023-12-26T18:11
2416763,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416763,PL,139,6236,2023,Estabelece a obrigatoriedade de instalação de banheiro familiar e fraldário acessíveis em edifícios públicos ou privados destinados ao uso coletivo.,2023-12-26T18:11
2416765,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416765,PL,139,2494,2019,"Altera a Lei nº 10.257, de 10 de julho de 2001 (Estatuto da Cidade), para definir a adoção de equipamentos comunitários e espaços livres de uso público como instrumento da política urbana.",2023-12-26T18:11
2416780,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416780,PL,139,4150,2023,Declara Robson Sampaio de Almeida Patrono do Paradesporto Brasileiro.,2023-12-27T18:46
2416781,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416781,PL,139,4149,2023,Institui o Dia Nacional do Paradesporto e o Mês de Conscientização quanto à Importância da Prática de Atividades Físicas por Pessoas com Deficiência.,2023-12-27T18:47
2416789,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416789,PL,139,5816,2023,"Dispõe sobre a indústria do hidrogênio de baixo carbono, sua estrutura e fontes de recursos e altera as Leis nºs 9.427, de 26 de dezembro de 1996, 9.478, de 6 de agosto de 1997, 10.438, de 26 de abril de 2002, 11.488, de 15 de junho de 2007, 11.508, de 20 de julho de 2007, 12.431, de 24 de junho de 2011 e 14.182, de 12 de julho de 2021.",2023-12-28T17:41
2416790,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416790,MPV,291,1202,2023,"Revoga os benefícios fiscais de que tratam o art. 4º da Lei nº 14.148, de 3 de maio de 2021, e os art. 7º a art. 10 da Lei nº 12.546, de 14 de dezembro de 2011, desonera parcialmente a contribuição previdenciária sobre a folha de pagamento, revoga a alíquota reduzida da contribuição previdenciária aplicável a determinados Municípios e limita a compensação de créditos decorrentes de decisões judiciais transitadas em julgado.  NOVA EMENTA: Altera a Lei nº 9.430, de 27 de dezembro de 1996, para limitar a compensação tributária dos créditos decorrentes de decisões judiciais transitadas em julgado.",2023-12-29T00:00
2416809,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416809,MPV,291,1203,2023,"Dispõe sobre a criação das Carreiras de Especialista em Indigenismo, de Técnico em Indigenismo, e de Tecnologia da Informação, define o órgão supervisor e altera a remuneração do cargo de Analista Técnico de Políticas Sociais, de que trata a Lei nº 12.094, de
19 de novembro de 2009, e altera a remuneração das Carreiras e do Plano Especial de Cargos da Agência Nacional de Mineração, de que trata a Lei nº 11.046, de 27 de dezembro de 2004.",2023-12-29T00:00
2416810,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416810,MPV,291,1204,2023,"Abre crédito extraordinário, em favor do Ministério da Integração e do Desenvolvimento Regional, no valor de R$ 314.000.000,00, para os fins que especifica.",2023-12-29T00:00
2416811,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416811,MPV,291,1205,2023,Institui o Programa Mobilidade Verde e Inovação - Programa MOVER.,2023-12-31T00:00
2416804,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416804,PL,139,2,2024,"Autoriza a concessão de quotas diferenciadas de depreciação acelerada para máquinas, equipamentos, aparelhos e instrumentos novos destinados ao ativo imobilizado e empregados em determinadas atividades econômicas.",2024-01-03T15:27
2416826,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416826,PL,139,3,2024,"Altera a Lei nº 11.101, de 9 de fevereiro de 2005, para aprimorar o instituto da falência do empresário e da sociedade empresária.",2024-01-10T18:15
2416830,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416830,PL,139,4,2024,"Cria cargos efetivos, cargos em comissão e funções comissionadas no Quadro de Pessoal do Tribunal Superior Eleitoral e dos Tribunais Regionais Eleitorais.",2024-01-11T15:24
2416861,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416861,PL,139,15,2024,Institui programas de conformidade tributária e aduaneira no âmbito da Secretaria Especial da Receita Federal do Brasil do Ministério da Fazenda e dispõe sobre o devedor contumaz e as condições para fruição de benefícios fiscais.,2024-02-02T14:51
2416863,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416863,PL,139,17,2024,"Acrescenta ao Decreto-Lei nº 2.848, de 7 de dezembro de 1940 - Código Penal dispositivo para punir quem induze o suicídio com a divulgação e disseminação de notícias falsas.",2024-02-05T09:00
2416865,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416865,PL,139,18,2024,Estabelece que a disseminação deliberada de informações falsas que causem danos à saúde mental ou à integridade física de outrem estará sujeita às medidas restritivas e punitivas previstas neste projeto de lei.,2024-02-05T09:00
2416868,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416868,PL,139,19,2024,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para criar a agravante genérica para os delitos cometidos em desfavor de pessoa vulnerável, e dá outras providências.",2024-02-05T09:00
2416869,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416869,PL,139,20,2024,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para majorar a pena do crime de corrupção de menores, e dá outras providências.",2024-02-05T09:00
2416871,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416871,PL,139,21,2024,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para majorar a pena do crime de favorecimento da prostituição ou de outra forma de exploração sexual de criança ou adolescente ou de vulnerável, na hipótese de obtenção de vantagem econômica, e dá outras providências.",2024-02-05T09:00
2416872,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416872,PL,139,22,2024,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para majorar a pena do crime de furto, e dá outras providências.",2024-02-05T09:01
2416873,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416873,PL,139,23,2024,"Altera a Lei nº 12.850, de 2 de agosto de 2013, para majorar a pena prevista no art. 2º da referida Lei, e dá outras providências.",2024-02-05T09:01
2416874,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416874,PL,139,24,2024,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para majorar a pena do crime de roubo, e dá outras providências.",2024-02-05T09:01
2416877,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416877,PL,139,25,2024,"Altera a Lei nº 9.503, de 23 de setembro de 1997 - Código de Trânsito Brasileiro, para estabelecer a cassação do Documento de Habilitação do infrator que abandonar animal na rua, e dá outras providências.",2024-02-05T09:02
2416879,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416879,PL,139,26,2024,"Altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), para aumentar o período máximo de internação, e dá outras providências.",2024-02-05T09:02
2416881,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416881,PL,139,27,2024,"Altera a Lei nº 7.960, de 21 de dezembro de 1989, para incluir as organizações criminosas no rol dos delitos passíveis de prisão temporária, e dá outras providências.",2024-02-05T09:02
2416884,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416884,PL,139,28,2024,"Altera a Lei nº 7.960, de 21 de dezembro de 1989, para ampliar o rol dos delitos passíveis de prisão temporária, e dá outras providências.",2024-02-05T09:02
2416885,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416885,PL,139,29,2024,"Altera a Lei nº 8.072, de 25 de julho de 1990, para tornar hediondos todos os crimes sexuais contra vulnerável, e dá outras providências.",2024-02-05T09:02
2416887,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416887,PL,139,30,2024,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para criminalizar a utilização de gaiolas e de sistemas de confinamento de animais, e dá outras providências.",2024-02-05T09:02
2416890,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416890,PL,139,31,2024,"Altera a Lei nº 12.850, de 2 de agosto de 2013, para majorar a pena prevista no art. 2º da referida Lei, e dá outras providências.",2024-02-05T09:02
2416893,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416893,PL,139,32,2024,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para criminalizar os crimes sexuais virtuais, e dá outras providências.",2024-02-05T09:02
2416894,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416894,PL,139,33,2024,"Altera a Lei nº 11.340, de 7 de agosto de 2006, para determinar a obrigatoriedade de comunicação da ocorrência de violência doméstica em condomínios residenciais, e dá outras providências.",2024-02-05T09:02
2416896,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416896,PL,139,34,2024,"Altera a Lei nº 11.340, de 7 de agosto de 2006, para proibir a nomeação de pessoas condenadas por crimes tipificados como de violência doméstica e familiar contra a mulher, e dá outras providências.",2024-02-05T09:02
2416897,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416897,PL,139,35,2024,"Altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), para aumentar pena prevista para o art. 244-B, e dá outras providências.",2024-02-05T09:02
2416899,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416899,PL,139,36,2024,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para proibir, temporariamente, o acesso à rede mundial de computadores por indivíduos condenados pela prática de crimes com a utilização dessa ferramenta, e dá outras providências.",2024-02-05T09:02
2416901,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416901,PL,139,37,2024,"Estabelece regras para o procedimento de autópsia em mulheres, e dá outras providências.",2024-02-05T09:02
2416903,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416903,PL,139,38,2024,"Determina o cumprimento das normas da Associação Brasileira de Normas Técnicas nas hipóteses de colocação de telas de proteção em janelas e varandas de apartamentos, nos quais residam animais domésticos, e dá outras providências.",2024-02-05T09:02
2416905,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416905,PL,139,39,2024,"Altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para majorar a pena do crime descrito no art. 159, e dá outras providências.",2024-02-05T09:02
2416906,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416906,PL,139,40,2024,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para prever a responsabilização pelo pagamento das despesas decorrentes do cuidado com o animal, e dá outras providências.",2024-02-05T09:02
2416907,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416907,PL,139,41,2024,"Altera a Lei nº 9.605, de 12 de fevereiro de 1998, para majorar a pena prevista para o art. 29 da referida Lei, e dá outras providências.",2024-02-05T09:02
2416908,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416908,PL,139,42,2024,"Aprimora a tipificação dos crimes de Intimidação Sistemática (bullying) e Intimidação Sistemática Virtual (cyberbullying) e inclui crimes de Induzimento, instigação ou auxílio a suicídio ou a automutilação e crimes previstos no Estatuto da Criança e do Adolescente na Lei nº 8.072, de 25 de julho de 1990.",2024-02-05T09:02
2416909,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416909,PL,139,43,2024,"Denomina “Deputado João Bittar Júnior” o trecho da rodovia federal BR 365 localizado entre os municípios de Uberlândia e Ituiutaba, no Estado de Minas Gerais.",2024-02-05T09:07
2416910,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416910,PL,139,44,2024,Institui a “Política Nacional De Olho Nas Ruas” para os fins que especifica.,2024-02-05T09:12
2416914,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416914,PL,139,45,2024,"Confere ao Município de Goiânia, Capital do Estado de Goiás, o título de Capital Nacional do Art Déco.",2024-02-05T09:13
2416919,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416919,PL,139,46,2024,Obriga as instituições financeiras e entidades congêneres a colher a assinatura física de pessoas com idade igual ou superior a sessenta anos para a contratação de operações de crédito.,2024-02-05T09:13
2416920,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416920,PL,139,47,2024,"Declara o Jiu-Jitsu como manifestação da cultura brasileira e patrimônio cultural imaterial, e institui o Dia do Jiu-Jitsu.",2024-02-05T09:14
2416921,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416921,PL,139,48,2024,"Denomina Trevo Joédis Marques Ferreira o entroncamento entre as BRs 153 e 365, localizado no Município de Monte Alegre de Minas, Estado de Minas Gerais.",2024-02-05T09:21
2416923,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416923,PL,139,49,2024,Disciplina a instalação de aparelho eliminador de ar em unidades servidas por ligação de água e esgoto.,2024-02-05T09:23
2416925,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416925,PL,139,50,2024,"Altera a Lei nº 9.478, de 6 de agosto de 1997 (Lei do Petróleo).",2024-02-05T09:24
2416929,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416929,PL,139,51,2024,"Acrescenta o art. 12-A à Lei nº 8.987, de 13 de fevereiro de 1995, para incluir os cartões de crédito e débito, e pagamento instantâneo (PIX) como meios de pagamentos de tarifas de pedágios em rodovias federais.",2024-02-05T09:24
2416937,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416937,PL,139,52,2024,"Altera o parágrafo décimo do art. 73 da Lei nº 9.504, de 30 de setembro de 1997, para modificar o prazo para a distribuição de bens, valores e benefícios no período anterior à data de uma eleição.",2024-02-05T09:29
2416939,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416939,PL,139,53,2024,"Altera a Lei nº 12.965, de 23 de abril de 2014, para dispor sobre fundamento da busca contínua da confiança na Internet e no seu uso, a vedação do anonimato e acréscimo dos princípios da rastreabilidade e da integridade, e dá outras providências.",2024-02-05T09:40
2416941,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416941,PL,139,54,2024,"Dispõe sobre a criação de juizados criminais específicos para o processo, o julgamento e a execução das causas decorrentes de ações policiais cujos agentes estejam no exercício de suas funções ou tenham agido em decorrência delas, e dá outras providências.",2024-02-05T09:40
2416944,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416944,PL,139,55,2024,"Acrescenta o artigo 23-A ao Decreto-Lei nº 2.848, de 07 de dezembro de 1940 - Código Penal Brasileiro, para dispor sobre o excesso escusável, e dá outras providências.",2024-02-05T09:40
2416945,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416945,PL,139,56,2024,"Dispõe sobre a dignidade póstuma de travestis e demais pessoas trans, altera a Lei nº 13.105, de 16 de março de 2015 (Código de Processo Civil), altera a Lei nº 6.075, de 31 de dezembro de 1973, altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal) e dá outras providências.",2024-02-05T09:42
2416947,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416947,PL,139,57,2024,"Altera as Leis nºs 8.078, de 11 de setembro de 1990 (Código de Defesa do Consumidor), 11.771, de 17 de setembro de 2008 (Política Nacional do Turismo) e 12.974, de 15 de maio de 2014 (Lei das Agências de Turismo) para criar mecanismos nas relações consumeristas e atribuir responsabilidades aos prestadores de serviços na forma que especifica.",2024-02-05T09:43
2416950,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416950,PL,139,58,2024,"Disciplina a utilização, para fins de atividades de inteligência estatal, de investigação criminal, de controle ou de fiscalização fazendária federais, de programas informáticos de intrusão virtual remota ou ferramentas de monitoramento sigiloso de aparelhos digitais de comunicação pessoal, define crimes, e dá outras providências.",2024-02-05T09:48
2416955,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416955,PL,139,59,2024,"Altera dispositivos da Lei n° 4.117, de 27 de agosto de 1962 - Código Brasileiro de Telecomunicações, a fim de ampliar os requisitos a serem observados nas concessões, permissões ou autorizações para a exploração de serviços de radiodifusão, estender as hipóteses do que configura abuso no exercício da liberdade da radiodifusão, e alargar o espectro de casos sujeitos à pena de suspensão de serviço de radiodifusão no Brasil, e dá outras providências.",2024-02-05T09:51
2416959,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416959,PL,139,60,2024,"Altera o art. 323 da Lei n° 4.737, de 15 de julho de 1965 - Código Eleitoral, para acrescer qualificadora ao crime de divulgação de fatos sabidamente inverídicos em relação a partidos ou candidatos, ampliar as hipóteses de qualificadoras já previstas e suprimir limite temporal ao cometimento do crime.",2024-02-05T09:51
2416965,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416965,PL,139,61,2024,"Altera o art. 22 da Lei nº 8.212, de 24 de julho de 1991, para declarar que o parágrafo 13, que concede isenção fiscal aos líderes religiosos, é de a aplicação imediata, independentemente de regulamentação, bem como para criar diretrizes para interpretação do dispositivo.",2024-02-05T09:55
2416975,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416975,PL,139,62,2024,"Inclui o dia 02 de fevereiro entre as datas comemorativas do calendário de efemérides nacionais, alusivo ao Dia de Iemanjá.",2024-02-05T10:08
2416987,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416987,PL,139,63,2024,"Acrescenta a alínea a, ao inciso IV do artigo 66 e altera o parágrafo 2º do artigo 122 da Lei 7210 de 11 de julho de 1984 (Lei de Execuções Penais) para determinar que não será concedido benefício de saída
temporária a presos condenados por crimes cometidos com violência ou grave ameaça.",2024-02-05T10:11
2416990,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416990,PL,139,64,2024,"Dispõe sobre o fornecimento temporário de energia elétrica, de água potável e de outros serviços de saneamento básico aos circos e teatros de rua itinerantes e altera a Lei nº 11.445, de 5 de janeiro de 2007.",2024-02-05T10:18
2416993,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416993,PL,139,65,2024,Dispõe sobre a obrigatoriedade de disponibilização de informações alérgicas dos cidadãos no sistema conectsus,2024-02-05T10:21
2416994,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416994,PL,139,66,2024,"Dispõe sobre o fornecimento, por parte do Sistema Único de Saúde (SUS), de óculos de grau aos alunos carentes matriculados na rede pública de ensino",2024-02-05T10:23
2416999,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2416999,PL,139,67,2024,"Proíbe a divulgação de conversas não autorizadas por WhatsApp, Telegram e outros aplicativos sem autorização dos participantes, que seja denominada “Lei Jessica Vitória”.",2024-02-05T10:24
2417008,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417008,PL,139,68,2024,"Insere o §6º no art. 16 e o art.38-A na Lei nº 14.751, de 12 de dezembro de 2023, que Institui a Lei Orgânica Nacional das Polícias Militares e dos Corpos de Bombeiros Militares dos Estados, do Distrito Federal e dos Territórios.",2024-02-05T10:26
2417009,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417009,PL,139,69,2024,Altera a Lei nº 7.210 de 11 de julho de 1984 - Lei de Execuções Penais para tornar mais rígidos os critérios de concessão da saída temporária.,2024-02-05T10:28
2417011,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417011,PL,139,70,2024,"Altera a redação do art. 93 da Lei nº 8.213, de 24 de julho de 1991, que dispõe sobre os Planos de Benefícios da Previdência Social e dá outras providências, para facultar o preenchimento de vagas por pessoa idosa na impossibilidade comprovada de preenchimento por pessoa com deficiência.",2024-02-05T10:38
2417012,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417012,PL,139,71,2024,"Inclui dispositivo ao Decreto-Lei nº 3.689, de 3 de outubro de 1941 (Código de Processo Penal), o qual prevê que não terá direito a audiência de custódia o agente recapturado pela prática de qualquer crime no lapso temporal de 6 (seis) meses a contar da primeira captura ou se o agente for reincidente pela prática de mesmo crime.",2024-02-05T10:39
2417013,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417013,PL,139,72,2024,"Altera o inciso §2º, do artigo 122, da Lei nº 7.210, de 11 de julho de 1984 (Lei de Execução Penal), para dispor sobre a extinção da saída temporária nos casos de condenado que cumpre pena por praticar crime hediondo com resultado morte, crime de grande violência, membro de organização criminosa, associação criminosa ou facção criminosa ou o agente recapturado pela prática de qualquer crime no lapso temporal de 6 (seis) meses a contar da primeira captura ou se o agente for reincidente pela prática de mesmo crime.",2024-02-05T10:43
2417014,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417014,PL,139,73,2024,"Altera a Lei nº 8.078, de 11 de setembro de 1990, para estabelecer mecanismos de proteção da criança e do adolescente nas relações de consumo realizadas pela internet.",2024-02-05T10:47
2417015,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417015,PL,139,74,2024,"Dispõe sobre a obrigatoriedade dos cartórios em todo País a disponibilizar certidões de óbito, nascimento, casamento em escrita braile.",2024-02-05T10:49
2417016,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417016,PL,139,75,2024,Institui o mês de conscientização sobre a saúde mental a ser celebrado anualmente em dezembro.,2024-02-05T10:51
2417017,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417017,PL,139,76,2024,"Exige que as empresas aéreas plastifiquem as bagagens despachadas nos terminais de check-in e apliquem um rótulo ou etiqueta com lacre inviolável, contendo identificação única, conhecida apenas pelo dono da mala, de modo a evitar a troca de pertences e impedir o contrabando de produtos ilícitos.",2024-02-05T10:54
2417018,https://dadosabertos.camara.leg.br/api/v2/proposicoes/2417018,PL,139,77,2024,Inscreve o nome de Oliveira Ferreira da Silveira no Livro dos Heróis e Heroínas da Pátria.,2024-02-05T10:58
